0.0,24929,347700
0.0001,24929,347700
0.0004,24929,347700
0.0009,24871,346866
0.0016,24871,346866
0.0025,24871,346866
0.0036,24840,346662
0.0049,24840,346662
0.0064,24738,345075
0.0081,24738,345075
0.01,24738,345075
0.0121,24587,342960
0.0144,24441,341547
0.0169,24441,341547
0.0196,24274,340164
0.0225,24158,337677
0.0256,24070,336609
0.0289,23843,332940
0.0324,23659,330576
0.0361,23613,329961
0.04,23467,327474
0.0441,23429,327171
0.0484,23306,325680
0.0529,23091,322959
0.0576,22860,319728
0.0625,22669,317217
0.0676,22339,312204
0.0729,22186,310770
0.0784,22110,310035
0.0841,21990,307650
0.09,21798,305325
0.0961,21503,301515
0.1024,21373,299988
0.1089,21007,295017
0.1156,20748,291066
0.1225,20548,289473
0.1296,20333,286836
0.1369,20121,284310
0.1444,19824,280956
0.1521,19568,278289
0.16,19217,274674
0.1681,18945,271248
0.1764,18728,268605
0.1849,18374,264177
0.1936,17907,257169
0.2025,17690,255075
0.2116,17530,253326
0.2209,17222,248775
0.2304,16938,246201
0.2401,16782,244542
0.25,16500,239868
0.2601,16171,235728
0.2704,15807,231981
0.2809,15242,224301
0.2916,15092,222741
0.3025,14799,219216
0.3136,14493,214941
0.3249,14317,213441
0.3364,14035,208464
0.3481,13667,203043
0.36,13210,195747
0.3721,12953,192582
0.3844,12477,186636
0.3969,12326,184818
0.4096,11999,181818
0.4225,11883,180855
0.4356,11575,176928
0.4489,11334,174825
0.4624,11077,172806
0.4761,10922,171768
0.49,10424,164976
0.5041,10049,160392
0.5184,9779,157569
0.5329,9444,152700
0.5476,9064,147798
0.5625,8760,142797
0.5776,8369,136401
0.5929,8218,135339
0.6084,8008,134148
0.6241,7788,131175
0.64,7541,127638
0.6561,7302,125166
0.6724,7088,122487
0.6889,6887,119691
0.7056,6590,116565
0.7225,6403,113802
0.7396,6210,112302
0.7569,6065,111426
0.7744,5927,110412
0.7921,5674,107784
0.81,5615,107712
0.8281,5480,106866
0.8464,5358,105477
0.8649,5245,103977
0.8836,5194,103971
0.9025,4993,100290
0.9216,4891,98973
0.9409,4820,97935
0.9604,4778,97290
0.9801,4724,95919
1.0,4579,93156
1.0201,4530,92154
1.0404,4481,91119
1.0609,4428,89874
1.0816,4298,88248
1.1025,4241,87090
1.1236,4168,86262
1.1449,4168,86262
1.1664,3961,81402
1.1881,3961,81402
1.21,3871,79731
1.2321,3810,78273
1.2544,3712,76326
1.2769,3491,72273
1.2996,3464,72027
1.3225,3223,65925
1.3456,3223,65925
1.3689,3156,65196
1.3924,3038,61740
1.4161,3038,61740
1.44,2893,58716
1.4641,2726,55842
1.4884,2677,54711
1.5129,2612,52653
1.5376,2449,48918
1.5625,2270,45204
1.5876,2185,43698
1.6129,2185,43698
1.6384,2094,41208
1.6641,1991,39042
1.69,1968,38790
1.7161,1968,38790
1.7424,1919,37836
1.7689,1817,35973
1.7956,1749,33810
1.8225,1703,32802
1.8496,1686,32697
1.8769,1637,31629
1.9044,1505,29088
1.9321,1505,29088
1.96,1443,28155
1.9881,1392,26790
2.0164,1353,26061
2.0449,1262,23898
2.0736,1262,23898
2.1025,1262,23898
2.1316,1140,20169
2.1609,1099,19455
2.1904,1050,18261
2.2201,996,16794
2.25,930,15663
2.2801,930,15663
2.3104,849,13923
2.3409,806,13074
2.3716,727,11463
2.4025,727,11463
2.4336,678,10161
2.4649,664,10065
2.4964,664,10065
2.5281,585,8484
2.56,532,7062
