0.0,24929,347700
0.0001,24164,347700
0.0004,24164,347700
0.0009,24164,347700
0.0016,24164,347700
0.0025,24164,347700
0.0036,24164,347700
0.0049,24160,347697
0.0064,24160,347697
0.0081,24160,347697
0.01,24159,347697
0.0121,24159,347697
0.0144,24151,347697
0.0169,24151,347697
0.0196,24146,347697
0.0225,24146,347697
0.0256,24146,347697
0.0289,24145,347697
0.0324,24145,347697
0.0361,24145,347697
0.04,24041,347685
0.0441,24040,347685
0.0484,24040,347685
0.0529,24036,347679
0.0576,24029,347679
0.0625,24024,347673
0.0676,24024,347673
0.0729,24016,347655
0.0784,24009,347652
0.0841,24005,347646
0.09,24003,347646
0.0961,24002,347646
0.1024,23965,347514
0.1089,23918,347388
0.1156,23887,347352
0.1225,23813,346848
0.1296,23732,346227
0.1369,23659,345603
0.1444,23357,343140
0.1521,23094,340575
0.16,22495,333411
0.1681,22139,330081
0.1764,21645,324603
0.1849,20843,313692
0.1936,19692,300258
0.2025,18033,270852
0.2116,16313,247449
0.2209,15029,231981
0.2304,13776,213411
0.2401,12211,188679
0.25,10905,167736
0.2601,8703,112095
0.2704,6831,85836
0.2809,5271,60918
0.2916,3279,27732
0.3025,1848,12087
0.3136,1022,3432
0.3249,519,933
0.3364,269,366
0.3481,160,165
0.36,74,33
0.3721,19,0
0.3844,7,0
0.3969,6,0
0.4096,0,0
0.4225,0,0
0.4356,0,0
0.4489,0,0
0.4624,0,0
0.4761,0,0
0.49,0,0
0.5041,0,0
0.5184,0,0
0.5329,0,0
0.5476,0,0
0.5625,0,0
0.5776,0,0
0.5929,0,0
0.6084,0,0
0.6241,0,0
0.64,0,0
0.6561,0,0
0.6724,0,0
0.6889,0,0
0.7056,0,0
0.7225,0,0
0.7396,0,0
0.7569,0,0
0.7744,0,0
0.7921,0,0
0.81,0,0
0.8281,0,0
0.8464,0,0
0.8649,0,0
0.8836,0,0
0.9025,0,0
0.9216,0,0
0.9409,0,0
0.9604,0,0
0.9801,0,0
1.0,0,0
