0.0,24929,347700
0.0001,24164,347700
0.0004,24164,347700
0.0009,24164,347700
0.0016,24164,347700
0.0025,24164,347700
0.0036,23784,347433
0.0049,23784,347433
0.0064,23601,347085
0.0081,23601,347085
0.01,23295,346380
0.0121,23113,345849
0.0144,23113,345849
0.0169,22996,345351
0.0196,22767,344337
0.0225,22392,342300
0.0256,22033,339750
0.0289,21663,337443
0.0324,21368,335211
0.0361,20678,330393
0.04,20190,326433
0.0441,19617,320076
0.0484,18630,310428
0.0529,18076,304932
0.0576,16992,292425
0.0625,16516,287196
0.0676,15548,274299
0.0729,14452,260712
0.0784,13509,247725
0.0841,12912,239127
0.09,12628,234684
0.0961,11427,216984
0.1024,10671,205224
0.1089,9944,194070
0.1156,9498,188151
0.1225,8607,172485
0.1296,7665,155466
0.1369,7119,145029
0.1444,6203,125568
0.1521,5837,118956
0.16,5172,105738
0.1681,4852,99699
0.1764,4342,89112
0.1849,4087,83772
0.1936,3490,69672
0.2025,2999,59271
0.2116,2780,54828
0.2209,2447,47700
0.2304,2137,41313
0.2401,1878,35781
0.25,1620,31281
0.2601,1516,28980
0.2704,1285,23628
0.2809,1238,22704
0.2916,1113,19977
0.3025,1069,19014
0.3136,963,16170
0.3249,787,12639
0.3364,547,7428
0.3481,470,5937
0.36,267,2412
0.3721,250,2253
0.3844,123,660
0.3969,98,525
0.4096,78,345
0.4225,78,345
0.4356,60,213
0.4489,60,213
0.4624,60,213
0.4761,32,81
0.49,22,42
0.5041,22,42
0.5184,21,42
0.5329,21,42
0.5476,21,42
0.5625,21,42
0.5776,15,24
0.5929,15,24
0.6084,9,9
0.6241,5,3
0.64,5,3
0.6561,5,3
0.6724,2,0
0.6889,0,0
0.7056,0,0
0.7225,0,0
0.7396,0,0
0.7569,0,0
0.7744,0,0
0.7921,0,0
0.81,0,0
0.8281,0,0
0.8464,0,0
0.8649,0,0
0.8836,0,0
0.9025,0,0
0.9216,0,0
0.9409,0,0
0.9604,0,0
0.9801,0,0
1.0,0,0
