0.0,3,0
0.0001,164,18
0.0004,1159,879
0.0009,2696,4638
0.0016,5399,17922
0.0025,7649,35346
0.0036,9994,51069
0.0049,12181,75132
0.0064,15058,111117
0.0081,16838,142659
0.01,18623,178482
0.0121,19796,200091
0.0144,20790,221751
0.0169,22072,257886
0.0196,22649,273000
0.0225,22649,273000
0.0256,23753,314442
0.0289,24031,320202
0.0324,24031,320202
0.0361,24031,320202
0.04,24385,329670
0.0441,24385,329670
0.0484,24385,329670
0.0529,24385,329670
0.0576,24385,329670
0.0625,24385,329670
0.0676,24385,329670
0.0729,24385,329670
0.0784,24929,347700
0.0841,24929,347700
0.09,24929,347700
0.0961,24929,347700
0.1024,24929,347700
0.1089,24929,347700
0.1156,24929,347700
0.1225,24929,347700
0.1296,24929,347700
0.1369,24929,347700
0.1444,24929,347700
0.1521,24929,347700
0.16,24929,347700
0.1681,24929,347700
0.1764,24929,347700
0.1849,24929,347700
0.1936,24929,347700
0.2025,24929,347700
0.2116,24929,347700
0.2209,24929,347700
0.2304,24929,347700
0.2401,24929,347700
0.25,24929,347700
0.2601,24929,347700
0.2704,24929,347700
0.2809,24929,347700
0.2916,24929,347700
0.3025,24929,347700
0.3136,24929,347700
0.3249,24929,347700
0.3364,24929,347700
0.3481,24929,347700
0.36,24929,347700
0.3721,24929,347700
0.3844,24929,347700
0.3969,24929,347700
0.4096,24929,347700
0.4225,24929,347700
0.4356,24929,347700
0.4489,24929,347700
0.4624,24929,347700
0.4761,24929,347700
0.49,24929,347700
0.5041,24929,347700
0.5184,24929,347700
0.5329,24929,347700
0.5476,24929,347700
0.5625,24929,347700
0.5776,24929,347700
0.5929,24929,347700
0.6084,24929,347700
0.6241,24929,347700
0.64,24929,347700
0.6561,24929,347700
0.6724,24929,347700
0.6889,24929,347700
0.7056,24929,347700
0.7225,24929,347700
0.7396,24929,347700
0.7569,24929,347700
0.7744,24929,347700
0.7921,24929,347700
0.81,24929,347700
0.8281,24929,347700
0.8464,24929,347700
0.8649,24929,347700
0.8836,24929,347700
0.9025,24929,347700
0.9216,24929,347700
0.9409,24929,347700
0.9604,24929,347700
0.9801,24929,347700
1.0,24929,347700
