0.0,0,0
0.0001,0,0
0.0004,0,0
0.0009,0,0
0.0016,0,0
0.0025,0,0
0.0036,0,0
0.0049,0,0
0.0064,0,0
0.0081,0,0
0.01,0,0
0.0121,0,0
0.0144,0,0
0.0169,0,0
0.0196,2,0
0.0225,2,0
0.0256,2,0
0.0289,2,0
0.0324,2,0
0.0361,2,0
0.04,7,0
0.0441,7,0
0.0484,7,0
0.0529,7,0
0.0576,7,0
0.0625,7,0
0.0676,7,0
0.0729,7,0
0.0784,7,0
0.0841,9,0
0.09,9,0
0.0961,9,0
0.1024,10,0
0.1089,15,0
0.1156,16,0
0.1225,22,0
0.1296,24,0
0.1369,29,0
0.1444,67,15
0.1521,105,57
0.16,261,570
0.1681,338,867
0.1764,405,1053
0.1849,647,1686
0.1936,999,3255
0.2025,1491,5697
0.2116,2082,9012
0.2209,2626,12741
0.2304,3267,16044
0.2401,4186,22512
0.25,5020,28260
0.2601,6151,35181
0.2704,7823,49503
0.2809,9561,66864
0.2916,11920,97041
0.3025,14501,141957
0.3136,16795,191241
0.3249,18570,228327
0.3364,20349,267966
0.3481,21028,281319
0.36,21712,293031
0.3721,22808,318108
0.3844,23355,328710
0.3969,23653,332211
0.4096,24071,338574
0.4225,24297,341160
0.4356,24461,342696
0.4489,24597,345384
0.4624,24706,346338
0.4761,24796,347271
0.49,24796,347271
0.5041,24808,347325
0.5184,24811,347328
0.5329,24831,347385
0.5476,24851,347478
0.5625,24852,347478
0.5776,24864,347523
0.5929,24879,347526
0.6084,24883,347529
0.6241,24897,347610
0.64,24911,347679
0.6561,24912,347679
0.6724,24912,347679
0.6889,24912,347679
0.7056,24912,347679
0.7225,24912,347679
0.7396,24912,347679
0.7569,24912,347679
0.7744,24912,347679
0.7921,24912,347679
0.81,24914,347679
0.8281,24914,347679
0.8464,24914,347679
0.8649,24914,347679
0.8836,24914,347679
0.9025,24914,347679
0.9216,24914,347679
0.9409,24914,347679
0.9604,24914,347679
0.9801,24914,347679
1.0,24929,347700
